,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
76310,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76311,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76312,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76313,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76314,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76315,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76316,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76317,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76318,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76319,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76320,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76321,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76322,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76323,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76324,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76325,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Send for Credit Collection,,,,,,,,,,,,,,
76326,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76327,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76328,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76329,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76330,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76331,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76332,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76333,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76334,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76335,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76336,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76337,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76338,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76339,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76340,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76341,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76342,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76343,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76344,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76345,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76346,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76347,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76348,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76349,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76350,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76351,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76352,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76353,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76354,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76355,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76356,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76357,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
76358,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76359,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76360,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76361,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76362,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76363,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76364,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76365,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76366,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76367,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76368,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76369,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76370,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76371,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76372,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76373,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76374,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76375,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76376,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76377,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76378,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76379,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76380,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76381,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76382,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76383,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76384,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76385,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76386,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76387,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76388,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76389,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76390,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76391,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76392,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76393,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76394,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76395,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76396,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76397,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76398,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76399,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76400,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76401,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76402,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76403,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76404,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76405,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76406,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76407,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76408,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76409,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76410,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76411,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76412,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76413,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76414,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76415,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76416,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76417,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76418,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76419,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76420,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76421,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76422,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76423,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76424,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76425,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76426,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76427,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76428,Create Fine,Send Fine,Payment,,,,,,,,,,,,,,,,,
76429,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76430,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76431,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76432,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76433,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76434,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76435,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Send for Credit Collection,,,,,,,,,,,,,,
76436,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76437,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76438,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76439,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76440,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76441,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76442,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76443,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76444,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76445,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76446,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76447,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76448,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76449,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76450,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76451,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76452,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76453,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76454,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76455,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76456,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76457,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76458,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76459,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76460,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76461,Create Fine,Send Fine,Insert Fine Notification,Appeal to Judge,Add penalty,Payment,,,,,,,,,,,,,,
76462,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76463,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76464,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76465,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76466,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76467,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76468,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76469,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76470,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76471,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76472,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76473,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76474,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76475,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76476,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76477,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Appeal to Judge,Payment,Payment,,,,,,,,,,,,,
76478,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76479,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76480,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76481,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76482,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76483,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76484,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76485,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76486,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76487,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76488,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76489,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76490,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76491,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76492,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76493,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76494,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76495,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76496,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76497,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76498,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76499,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76500,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76501,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76502,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76503,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76504,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76505,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76506,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76507,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76508,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76509,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76510,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76511,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76512,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76513,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76514,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76515,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76516,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76517,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76518,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76519,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76520,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76521,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76522,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76523,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76524,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76525,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76526,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76527,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76528,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76529,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76530,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76531,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76532,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76533,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76534,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76535,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76536,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76537,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76538,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76539,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76540,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76541,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76542,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76543,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76544,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76545,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76546,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76547,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76548,Create Fine,Send Fine,Insert Fine Notification,Appeal to Judge,Add penalty,Payment,,,,,,,,,,,,,,
76549,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76550,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76551,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76552,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76553,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76554,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76555,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76556,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76557,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76558,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76559,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76560,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76561,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76562,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76563,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76564,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76565,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76566,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76567,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76568,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76569,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76570,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76571,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76572,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76573,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76574,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76575,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76576,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76577,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76578,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76579,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76580,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76581,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76582,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76583,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76584,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76585,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76586,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76587,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76588,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76589,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76590,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76591,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76592,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76593,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76594,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76595,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76596,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76597,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76598,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76599,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76600,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76601,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76602,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76603,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76604,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76605,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76606,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76607,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76608,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76609,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76610,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76611,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76612,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Payment,,,,,,,,,,,,,,
76613,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76614,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76615,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76616,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76617,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76618,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76619,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76620,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76621,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76622,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76623,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76624,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76625,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76626,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76627,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76628,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Send for Credit Collection,,,,,,,,,,,,,,,
76629,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76630,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,,,,,,,,,,,,,,,
76631,Create Fine,Payment,,,,,,,,,,,,,,,,,,
76632,Create Fine,Send Fine,Insert Fine Notification,Add penalty,Payment,Send for Credit Collection,,,,,,,,,,,,,,
