Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2300.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2301.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2302.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2303.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2304.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2305.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2306.0,Assign seriousness,Take in charge ticket,Wait,Wait,Wait,Resolve ticket,Closed,,,,,,,,
2307.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2308.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2309.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2310.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2311.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2312.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2313.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2314.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2315.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2316.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2318.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2319.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2320.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2321.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2322.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2323.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2324.0,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,,
2325.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2326.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2327.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2328.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2329.0,Assign seriousness,Take in charge ticket,Wait,Wait,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2330.0,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2331.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2332.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2333.0,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
2334.0,Insert ticket,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2335.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2336.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2337.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2338.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2339.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2340.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2341.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2342.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2343.0,Assign seriousness,Take in charge ticket,,Closed,,,,,,,,,,,
2344.0,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2345.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2346.0,,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2347.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2348.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2349.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2350.0,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,,
2351.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2352.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2353.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2354.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2355.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2356.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Resolve ticket,Resolve ticket,Require upgrade,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,
2357.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2358.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2359.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2360.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2361.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2362.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2363.0,Assign seriousness,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2364.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2365.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2366.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2367.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2368.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2369.0,Assign seriousness,Assign seriousness,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2370.0,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,,
2371.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2372.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,
2373.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2374.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2375.0,Take in charge ticket,Resolve ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2376.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2377.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2378.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2379.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2380.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2381.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2382.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2383.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2384.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2385.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2386.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2387.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2388.0,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,,
2389.0,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,,,,,,
2390.0,Assign seriousness,Assign seriousness,,Resolve ticket,Closed,,,,,,,,,,
2391.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2392.0,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
2393.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2394.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2395.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,
2396.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2397.0,Assign seriousness,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,,
2398.0,Assign seriousness,,Resolve ticket,Closed,,,,,,,,,,,
2399.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2400.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2401.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2402.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2403.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2404.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2405.0,Assign seriousness,Take in charge ticket,Wait,Require upgrade,Resolve ticket,Closed,,,,,,,,,
2406.0,,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2407.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2408.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2409.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2410.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2411.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2412.0,,Take in charge ticket,Schedule intervention,Resolve ticket,Closed,,,,,,,,,,
2413.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2414.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2415.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2416.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2417.0,Assign seriousness,,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2418.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2419.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2420.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2421.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2422.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2423.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2424.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2425.0,Assign seriousness,,Resolve ticket,Closed,,,,,,,,,,,
2426.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2427.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2428.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2429.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2430.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2431.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2432.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2433.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2434.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2435.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2436.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2437.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2438.0,Assign seriousness,,Wait,Resolve ticket,Closed,,,,,,,,,,
2439.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2440.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2441.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2442.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2443.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2444.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,,,,,,,,,,,
2445.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2446.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2447.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2448.0,,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2449.0,Assign seriousness,Take in charge ticket,Resolve ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2450.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2451.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2452.0,Assign seriousness,Take in charge ticket,Require upgrade,Require upgrade,Resolve ticket,Closed,,,,,,,,,
2453.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2454.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2455.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2456.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2457.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,Closed,,,,,,,,
2458.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2459.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
2460.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2461.0,Assign seriousness,Take in charge ticket,Create SW anomaly,Resolve ticket,Closed,,,,,,,,,,
2462.0,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
2463.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2464.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2465.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2466.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2467.0,Assign seriousness,Take in charge ticket,Require upgrade,Resolve ticket,Closed,,,,,,,,,,
2468.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2469.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2470.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2471.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2472.0,Assign seriousness,Take in charge ticket,Resolve ticket,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2473.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2474.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2475.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2476.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2477.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2478.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2479.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2480.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2482.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2483.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2484.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2485.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2486.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2487.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2488.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2489.0,Assign seriousness,Take in charge ticket,Resolve ticket,,,,,,,,,,,,
2490.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2491.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Wait,Take in charge ticket,,Closed,,,,,,
2492.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2493.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2494.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2495.0,Assign seriousness,Resolve ticket,,,,,,,,,,,,,
2496.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2497.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2498.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2499.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2500.0,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2501.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2502.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2503.0,Assign seriousness,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,,
2504.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2505.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2506.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2507.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2508.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2509.0,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,
2510.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2511.0,Assign seriousness,Assign seriousness,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,
2512.0,Assign seriousness,Take in charge ticket,Wait,Wait,Resolve ticket,Closed,,,,,,,,,
2513.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2514.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2515.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2516.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2517.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2518.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2519.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2520.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2521.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2522.0,,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2523.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2524.0,Assign seriousness,Take in charge ticket,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2525.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2526.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2527.0,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,,
2528.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2529.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2530.0,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2531.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2532.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2533.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2534.0,,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2535.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2536.0,Assign seriousness,Take in charge ticket,,Wait,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2537.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2538.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2539.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2540.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2541.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2542.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2543.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2544.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2545.0,,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2546.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,
2547.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2548.0,Insert ticket,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2549.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2550.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2551.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2552.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2553.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Take in charge ticket,Resolve ticket,Closed,,,,,,,
2554.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2555.0,Assign seriousness,,Wait,Resolve ticket,Closed,,,,,,,,,,
2556.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2557.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2558.0,Assign seriousness,Take in charge ticket,Create SW anomaly,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,
2559.0,Assign seriousness,,Resolve ticket,Closed,,,,,,,,,,,
2560.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2561.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2562.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2564.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2565.0,Assign seriousness,Resolve ticket,Closed,,,,,,,,,,,,
2566.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2567.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,
2568.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2569.0,Assign seriousness,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,
2570.0,Assign seriousness,Take in charge ticket,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2571.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2572.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2573.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2574.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2575.0,Assign seriousness,,Wait,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,
2576.0,Insert ticket,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
2577.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2578.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2579.0,Assign seriousness,Require upgrade,Resolve ticket,Closed,,,,,,,,,,,
2580.0,Assign seriousness,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,
,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2582.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2583.0,Assign seriousness,Wait,Take in charge ticket,Resolve ticket,Resolve ticket,Closed,,,,,,,,,
2584.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2585.0,Assign seriousness,Take in charge ticket,Wait,Resolve ticket,Closed,,,,,,,,,,
2586.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
2587.0,Assign seriousness,Take in charge ticket,Resolve ticket,Closed,,,,,,,,,,,
